"","gene","n"
"5969","RXFP1",4
"5970","RXFP4",7
"5971","RXRG",1
"5972","RYR1",3
"5973","RYR2",5
"5974","RYR3",18
"5975","S100A1",3
"5976","S100A13",24
"5977","S100A14",5
"5978","S100A2",3
"5979","S100A3",2
"5980","S100A5",3
"5981","S100A6",1
"5982","S100A8",4
"5983","S100A9",5
"5984","S100B",2
"5985","S100P",4
"5986","S1PR1",2
"5987","S1PR3",6
"5988","S1PR5",1
"5989","SAA1",4
"5990","SAA2",3
"5991","SACS",6
"5992","SALL1",7
"5993","SALL2",4
"5994","SAMD10",2
"5995","SAMD11",4
"5996","SAMD12",5
"5997","SAMD13",4
"5998","SAMD14",1
"5999","SAMD15",2
"6000","SAMD4A",3
"6001","SAMD5",6
"6002","SAMD9",1
"6003","SAMSN1",1
"6004","SAP25",23
"6005","SAPCD2",2
"6006","SARM1",5
"6007","SARS2",24
"6008","SASH3",1
"6009","SAT2",1
"6010","SATB1",1
"6011","SATB2",9
"6012","SAXO1",12
"6013","SBK1",5
"6014","SBSPON",2
"6015","SCAND1",1
"6016","SCARA3",5
"6017","SCARA5",5
"6018","SCARF1",1
"6019","SCARF2",4
"6020","SCD",14
"6021","SCD5",2
"6022","SCEL",1
"6023","SCG2",2
"6024","SCG3",2
"6025","SCG5",1
"6026","SCGB2A1",1
"6027","SCGB2B2",17
"6028","SCGN",1
"6029","SCHIP1",24
"6030","SCIMP",3
"6031","SCLY",16
"6032","SCMH1",1
"6033","SCML2",1
"6034","SCML4",2
"6035","SCN11A",1
"6036","SCN1B",8
"6037","SCN2A",3
"6038","SCN2B",1
"6039","SCN3A",1
"6040","SCN3B",2
"6041","SCN4B",7
"6042","SCN5A",5
"6043","SCN7A",2
"6044","SCN8A",1
"6045","SCN9A",3
"6046","SCNN1A",3
"6047","SCNN1B",12
"6048","SCNN1D",3
"6049","SCNN1G",3
"6050","SCO2",24
"6051","SCPEP1",3
"6052","SCRG1",10
"6053","SCRN1",6
"6054","SCUBE1",3
"6055","SCUBE2",3
"6056","SCUBE3",15
"6057","SCX",10
"6058","SDC1",3
"6059","SDC2",4
"6060","SDC3",6
"6061","SDCBP2",13
"6062","SDHA",24
"6063","SDHAF2",6
"6064","SDHD",2
"6065","SDK1",2
"6066","SDK2",2
"6067","SDR16C5",1
"6068","SDR39U1",24
"6069","SDR42E1",3
"6070","SDS",7
"6071","SEC14L2",1
"6072","SEC14L5",2
"6073","SEC16B",22
"6074","SEC23B",4
"6075","SEC24C",1
"6076","SEC61B",1
"6077","SEL1L",1
"6078","SEL1L3",3
"6079","SELE",3
"6080","SELENBP1",3
"6081","SELENOH",3
"6082","SELENOI",2
"6083","SELENOM",3
"6084","SELENON",1
"6085","SELENOO",1
"6086","SELENOP",20
"6087","SELENOW",3
"6088","SELL",2
"6089","SELP",4
"6090","SELPLG",1
"6091","SEMA3A",13
"6092","SEMA3B",5
"6093","SEMA3C",6
"6094","SEMA3D",3
"6095","SEMA3F",1
"6096","SEMA3G",4
"6097","SEMA4A",4
"6098","SEMA4C",2
"6099","SEMA4D",2
"6100","SEMA4G",6
"6101","SEMA5A",14
"6102","SEMA5B",1
"6103","SEMA6A",5
"6104","SEMA6B",1
"6105","SEMA6C",3
"6106","SEMA6D",3
"6107","SEMG1",5
"6108","SENP3",20
"6109","SEPTIN1",4
"6110","SEPTIN3",3
"6111","SEPTIN4",3
"6112","SEPTIN5",24
"6113","SEPTIN6",1
"6114","SERF1A",24
"6115","SERF1B",24
"6116","SERF2",2
"6117","SERINC1",1
"6118","SERINC2",3
"6119","SERINC5",10
"6120","SERPINA1",2
"6121","SERPINA10",7
"6122","SERPINA3",22
"6123","SERPINA4",11
"6124","SERPINA5",1
"6125","SERPINA6",8
"6126","SERPINB1",2
"6127","SERPINB5",2
"6128","SERPIND1",15
"6129","SERPINE1",1
"6130","SERPINE2",4
"6131","SERPINF1",3
"6132","SERPINF2",1
"6133","SERPING1",3
"6134","SERPINH1",1
"6135","SERTAD1",2
"6136","SERTAD4",3
"6137","SERTM2",1
"6138","SESN1",1
"6139","SESN3",4
"6140","SETBP1",1
"6141","SETD9",4
"6142","SEZ6",6
"6143","SEZ6L",1
"6144","SEZ6L2",3
"6145","SFI1",1
"6146","SFN",5
"6147","SFRP1",3
"6148","SFRP2",2
"6149","SFRP4",3
"6150","SFRP5",1
"6151","SFT2D2",1
"6152","SFTA2",9
"6153","SFTPA2",7
"6154","SFXN2",3
"6155","SFXN5",1
"6156","SGCA",3
"6157","SGCD",5
"6158","SGCE",3
"6159","SGK1",2
"6160","SGK2",8
"6161","SGO1",3
"6162","SGO2",2
"6163","SGPL1",1
"6164","SGPP2",7
"6165","SGSM1",1
"6166","SGSM3",24
"6167","SGTB",2
"6168","SH2B1",1
"6169","SH2D1A",1
"6170","SH2D1B",1
"6171","SH2D2A",2
"6172","SH2D3A",3
"6173","SH2D3C",1
"6174","SH2D4A",3
"6175","SH2D4B",1
"6176","SH2D6",1
"6177","SH2D7",7
"6178","SH3BGR",19
"6179","SH3BGRL",2
"6180","SH3BGRL2",3
"6181","SH3BP1",13
"6182","SH3BP4",1
"6183","SH3BP5",20
"6184","SH3D19",1
"6185","SH3D21",1
"6186","SH3GLB1",1
"6187","SH3PXD2B",2
"6188","SH3RF1",1
"6189","SH3RF2",7
"6190","SH3TC1",1
"6191","SH3TC2",14
"6192","SH3YL1",2
"6193","SHANK1",1
"6194","SHANK2",4
"6195","SHANK3",2
"6196","SHB",4
"6197","SHC3",4
"6198","SHC4",2
"6199","SHCBP1",2
"6200","SHD",6
"6201","SHE",3
"6202","SHFL",1
"6203","SHH",3
"6204","SHISA2",3
"6205","SHISA3",2
"6206","SHISA4",4
"6207","SHISA6",4
"6208","SHISA8",3
"6209","SHISAL1",6
"6210","SHISAL2A",3
"6211","SHOC1",12
"6212","SHOX2",1
"6213","SHPK",11
"6214","SHROOM1",4
"6215","SHROOM2",14
"6216","SHROOM3",3
"6217","SHROOM4",1
"6218","SI",5
"6219","SIAE",4
"6220","SIAH1",1
"6221","SIDT1",2
"6222","SIGLEC1",1
"6223","SIGLEC11",1
"6224","SIGLEC12",1
"6225","SIGLEC14",5
"6226","SIGLEC15",4
"6227","SIGLEC5",20
"6228","SIGLEC7",2
"6229","SIGLEC8",2
"6230","SIGLEC9",1
"6231","SIK1",11
"6232","SIK1B",18
"6233","SIM2",11
"6234","SIMC1",1
"6235","SIPA1L3",3
"6236","SIRPA",1
"6237","SIRPB1",3
"6238","SIRPB2",3
"6239","SIRPG",1
"6240","SIRT4",4
"6241","SIRT7",3
"6242","SIT1",1
"6243","SIX1",6
"6244","SIX2",6
"6245","SIX5",13
"6246","SKA1",2
"6247","SKA3",11
"6248","SKAP1",5
"6249","SKIDA1",1
"6250","SKIL",1
"6251","SKOR1",2
"6252","SKP2",1
"6253","SLA",2
"6254","SLAMF1",2
"6255","SLAMF6",2
"6256","SLAMF7",1
"6257","SLAMF8",6
"6258","SLAMF9",1
"6259","SLC10A1",15
"6260","SLC10A4",2
"6261","SLC10A5",4
"6262","SLC11A1",3
"6263","SLC12A2",13
"6264","SLC12A4",3
"6265","SLC12A5",6
"6266","SLC12A7",1
"6267","SLC13A2",7
"6268","SLC13A3",9
"6269","SLC13A4",15
"6270","SLC14A1",1
"6271","SLC15A1",7
"6272","SLC15A2",6
"6273","SLC15A3",1
"6274","SLC16A1",6
"6275","SLC16A10",4
"6276","SLC16A11",6
"6277","SLC16A12",2
"6278","SLC16A13",3
"6279","SLC16A2",1
"6280","SLC16A3",1
"6281","SLC16A4",4
"6282","SLC16A6",2
"6283","SLC16A7",1
"6284","SLC16A8",11
"6285","SLC16A9",9
"6286","SLC17A4",7
"6287","SLC17A7",3
"6288","SLC17A9",2
"6289","SLC18A1",1
"6290","SLC18A2",11
"6291","SLC19A1",8
"6292","SLC19A3",7
"6293","SLC1A2",1
"6294","SLC1A3",2
"6295","SLC1A4",1
"6296","SLC1A5",2
"6297","SLC1A7",4
"6298","SLC20A2",1
"6299","SLC22A11",10
"6300","SLC22A13",2
"6301","SLC22A14",1
"6302","SLC22A17",4
"6303","SLC22A18",4
"6304","SLC22A2",1
"6305","SLC22A23",1
"6306","SLC22A3",2
"6307","SLC22A31",2
"6308","SLC23A1",11
"6309","SLC23A3",5
"6310","SLC24A2",2
"6311","SLC24A3",1
"6312","SLC25A10",10
"6313","SLC25A15",2
"6314","SLC25A18",10
"6315","SLC25A23",2
"6316","SLC25A25",1
"6317","SLC25A27",2
"6318","SLC25A29",3
"6319","SLC25A32",24
"6320","SLC25A34",5
"6321","SLC25A35",1
"6322","SLC25A4",3
"6323","SLC25A41",1
"6324","SLC25A48",5
"6325","SLC25A51",5
"6326","SLC25A53",9
"6327","SLC26A1",22
"6328","SLC26A11",1
"6329","SLC26A2",8
"6330","SLC26A3",8
"6331","SLC26A5",13
"6332","SLC26A7",3
"6333","SLC26A8",8
"6334","SLC26A9",4
"6335","SLC27A2",4
"6336","SLC27A3",1
"6337","SLC27A5",3
"6338","SLC28A2",6
"6339","SLC28A3",3
"6340","SLC29A1",1
"6341","SLC29A2",3
"6342","SLC29A4",3
"6343","SLC2A1",3
"6344","SLC2A10",1
"6345","SLC2A11",1
"6346","SLC2A12",2
"6347","SLC2A14",5
"6348","SLC2A3",2
"6349","SLC2A4",5
"6350","SLC2A6",1
"6351","SLC2A9",1
"6352","SLC30A10",4
"6353","SLC30A2",8
"6354","SLC31A2",24
"6355","SLC34A2",1
"6356","SLC34A3",7
"6357","SLC35A1",15
"6358","SLC35D2",12
"6359","SLC35D3",6
"6360","SLC35E2B",1
"6361","SLC35E4",1
"6362","SLC35F1",4
"6363","SLC35F2",6
"6364","SLC35G1",3
"6365","SLC35G2",4
"6366","SLC35G6",17
"6367","SLC37A1",2
"6368","SLC37A2",1
"6369","SLC38A1",2
"6370","SLC38A3",7
"6371","SLC38A4",10
"6372","SLC38A5",7
"6373","SLC39A1",24
"6374","SLC39A10",9
"6375","SLC39A11",2
"6376","SLC39A2",11
"6377","SLC39A4",4
"6378","SLC39A5",8
"6379","SLC39A6",1
"6380","SLC39A8",4
"6381","SLC3A1",14
"6382","SLC40A1",2
"6383","SLC41A2",2
"6384","SLC44A1",2
"6385","SLC44A3",3
"6386","SLC44A4",4
"6387","SLC44A5",12
"6388","SLC45A1",6
"6389","SLC45A3",2
"6390","SLC45A4",1
"6391","SLC46A1",10
"6392","SLC46A2",3
"6393","SLC47A1",1
"6394","SLC49A3",3
"6395","SLC49A4",1
"6396","SLC4A11",2
"6397","SLC4A3",1
"6398","SLC4A4",7
"6399","SLC4A5",8
"6400","SLC4A7",1
"6401","SLC4A8",1
"6402","SLC51A",18
"6403","SLC51B",9
"6404","SLC52A1",4
"6405","SLC52A3",7
"6406","SLC5A1",6
"6407","SLC5A11",1
"6408","SLC5A2",1
"6409","SLC5A3",3
"6410","SLC5A4",5
"6411","SLC5A5",1
"6412","SLC5A6",3
"6413","SLC5A7",1
"6414","SLC5A9",4
"6415","SLC66A1",1
"6416","SLC6A12",2
"6417","SLC6A13",1
"6418","SLC6A14",8
"6419","SLC6A15",1
"6420","SLC6A17",2
"6421","SLC6A19",6
"6422","SLC6A20",10
"6423","SLC6A4",21
"6424","SLC6A6",7
"6425","SLC6A7",5
"6426","SLC6A8",1
"6427","SLC7A1",6
"6428","SLC7A11",4
"6429","SLC7A14",1
"6430","SLC7A4",2
"6431","SLC7A5",16
"6432","SLC7A6",2
"6433","SLC7A6OS",9
"6434","SLC7A7",2
"6435","SLC7A8",7
"6436","SLC8A1",6
"6437","SLC8A2",5
"6438","SLC8A3",3
"6439","SLC9A2",4
"6440","SLC9A3",1
"6441","SLC9A3R1",2
"6442","SLC9A7",4
"6443","SLC9A9",6
"6444","SLC9B1",8
"6445","SLC9B2",1
"6446","SLC9C1",2
"6447","SLCO1B3",5
"6448","SLCO1C1",6
"6449","SLCO2A1",2
"6450","SLCO3A1",1
"6451","SLCO4A1",4
"6452","SLCO5A1",5
"6453","SLFN11",1
"6454","SLFN13",1
"6455","SLFN5",1
"6456","SLFNL1",3
"6457","SLIT1",1
"6458","SLIT2",4
"6459","SLIT3",4
"6460","SLITRK2",1
"6461","SLITRK4",3
"6462","SLITRK5",3
"6463","SLITRK6",1
"6464","SLMAP",2
"6465","SLN",1
"6466","SLPI",5
"6467","SLX1B",17
"6468","SMAD6",1
"6469","SMAD7",1
"6470","SMAD9",1
"6471","SMAGP",3
"6472","SMAP1",8
"6473","SMARCA1",1
"6474","SMARCA2",1
"6475","SMARCC1",1
"6476","SMARCD3",4
"6477","SMARCE1",24
"6478","SMC1B",12
"6479","SMC2",3
"6480","SMCHD1",1
"6481","SMCO2",3
"6482","SMIM1",3
"6483","SMIM10",3
"6484","SMIM10L2A",1
"6485","SMIM10L2B",1
"6486","SMIM22",10
"6487","SMIM24",3
"6488","SMIM26",2
"6489","SMIM27",1
"6490","SMIM31",3
"6491","SMIM32",8
"6492","SMIM35",2
"6493","SMIM38",4
"6494","SMIM41",13
"6495","SMIM5",12
"6496","SMIM6",8
"6497","SMKR1",1
"6498","SMLR1",8
"6499","SMN1",7
"6500","SMN2",17
"6501","SMO",1
"6502","SMOC1",2
"6503","SMOC2",2
"6504","SMPD3",5
"6505","SMPDL3A",5
"6506","SMPDL3B",7
"6507","SMTN",3
"6508","SMTNL1",23
"6509","SMTNL2",4
"6510","SMYD1",1
"6511","SNAI1",3
"6512","SNAI2",5
"6513","SNAI3",2
"6514","SNAP23",24
"6515","SNAP25",3
"6516","SNAP91",1
"6517","SNAPC4",1
"6518","SNCA",7
"6519","SNCAIP",2
"6520","SNCG",2
"6521","SNF8",1
"6522","SNN",2
"6523","SNORC",4
"6524","SNPH",1
"6525","SNRNP25",1
"6526","SNRNP70",1
"6527","SNRPN",22
"6528","SNTA1",2
"6529","SNTB1",13
"6530","SNTG2",4
"6531","SNURF",24
"6532","SNX18",2
"6533","SNX20",3
"6534","SNX22",6
"6535","SNX3",1
"6536","SNX32",3
"6537","SOBP",8
"6538","SOCS2",2
"6539","SOCS3",3
"6540","SOGA1",3
"6541","SOGA3",22
"6542","SORBS1",4
"6543","SORBS2",3
"6544","SORCS1",4
"6545","SORCS2",4
"6546","SORD",2
"6547","SORL1",4
"6548","SOSTDC1",5
"6549","SOWAHA",6
"6550","SOWAHB",3
"6551","SOWAHD",1
"6552","SOX1",3
"6553","SOX10",6
"6554","SOX11",4
"6555","SOX12",3
"6556","SOX14",13
"6557","SOX15",6
"6558","SOX17",6
"6559","SOX18",2
"6560","SOX2",2
"6561","SOX30",16
"6562","SOX4",12
"6563","SOX5",3
"6564","SOX6",2
"6565","SOX7",4
"6566","SOX9",4
"6567","SP140",2
"6568","SP3",1
"6569","SP4",1
"6570","SP5",2
"6571","SP6",4
"6572","SP8",8
"6573","SPAAR",1
"6574","SPACA4",23
"6575","SPACA6",3
"6576","SPAG1",4
"6577","SPAG16",1
"6578","SPAG17",6
"6579","SPAG4",2
"6580","SPAG5",2
"6581","SPARC",3
"6582","SPARCL1",4
"6583","SPART",6
"6584","SPATA1",8
"6585","SPATA12",19
"6586","SPATA13",1
"6587","SPATA17",3
"6588","SPATA18",1
"6589","SPATA2",1
"6590","SPATA20",1
"6591","SPATA24",1
"6592","SPATA32",11
"6593","SPATA46",23
"6594","SPATA6L",2
"6595","SPATC1",3
"6596","SPATC1L",1
"6597","SPC24",3
"6598","SPC25",2
"6599","SPDYA",15
"6600","SPDYE1",23
"6601","SPDYE16",13
"6602","SPDYE2",5
"6603","SPDYE3",10
"6604","SPDYE5",24
"6605","SPDYE6",24
"6606","SPECC1L",3
"6607","SPEF2",1
"6608","SPEG",3
"6609","SPHK1",2
"6610","SPIB",3
"6611","SPICE1",21
"6612","SPIN2A",2
"6613","SPIN2B",5
"6614","SPIN3",1
"6615","SPINK1",4
"6616","SPINK5",5
"6617","SPINT1",3
"6618","SPINT2",20
"6619","SPIRE2",4
"6620","SPN",4
"6621","SPNS1",24
"6622","SPNS2",1
"6623","SPNS3",2
"6624","SPOCD1",2
"6625","SPOCK1",4
"6626","SPOCK2",1
"6627","SPP1",3
"6628","SPPL2B",3
"6629","SPRN",8
"6630","SPSB1",1
"6631","SPTBN1",1
"6632","SPTBN2",7
"6633","SPTBN4",4
"6634","SPTLC2",2
"6635","SPTLC3",2
"6636","SPTY2D1OS",24
"6637","SQLE",3
"6638","SQOR",6
"6639","SQSTM1",1
"6640","SRCAP",24
"6641","SRCIN1",11
"6642","SRFBP1",1
"6643","SRGAP2B",21
"6644","SRGAP2C",4
"6645","SRGN",3
"6646","SRI",6
"6647","SRMS",20
"6648","SRPK3",3
"6649","SRPX",3
"6650","SRPX2",3
"6651","SRR",1
"6652","SRRM4",3
"6653","SRRM5",3
"6654","SRSF1",2
"6655","SRSF12",2
"6656","SRSF9",1
"6657","SRXN1",24
"6658","SS18L1",2
"6659","SSBP2",3
"6660","SSC4D",4
"6661","SSC5D",5
"6662","SSPN",3
"6663","SSR1",1
"6664","SSTR1",2
"6665","SSTR2",1
"6666","SSTR5",7
"6667","ST14",3
"6668","ST18",2
"6669","ST3GAL1",2
"6670","ST3GAL3",8
"6671","ST3GAL4",2
"6672","ST3GAL5",1
"6673","ST6GAL1",11
"6674","ST6GAL2",5
"6675","ST6GALNAC1",2
"6676","ST6GALNAC2",7
"6677","ST6GALNAC4",1
"6678","ST6GALNAC5",4
"6679","ST6GALNAC6",24
"6680","ST8SIA1",5
"6681","ST8SIA2",4
"6682","ST8SIA4",2
"6683","ST8SIA5",2
"6684","ST8SIA6",5
"6685","STAB1",1
"6686","STAB2",4
"6687","STAC",2
"6688","STAC2",1
"6689","STAC3",2
"6690","STAMBPL1",1
"6691","STAP1",3
"6692","STAP2",5
"6693","STAR",6
"6694","STARD10",2
"6695","STARD13",2
"6696","STARD3",1
"6697","STARD4",2
"6698","STARD5",23
"6699","STARD8",2
"6700","STARD9",3
"6701","STAT1",1
"6702","STAT4",1
"6703","STBD1",24
"6704","STC1",2
"6705","STC2",6
"6706","STEAP1B",1
"6707","STEAP3",1
"6708","STEAP4",2
"6709","STIL",3
"6710","STIM1",1
"6711","STIMATE",7
"6712","STK17B",1
"6713","STK26",1
"6714","STK31",3
"6715","STK32A",3
"6716","STK32B",2
"6717","STK33",1
"6718","STK35",1
"6719","STK38L",1
"6720","STKLD1",15
"6721","STMN2",4
"6722","STOM",4
"6723","STON1",5
"6724","STON2",2
"6725","STOX1",14
"6726","STOX2",2
"6727","STPG4",14
"6728","STRA6",2
"6729","STRADA",24
"6730","STRC",12
"6731","STRIP2",3
"6732","STS",2
"6733","STT3B",1
"6734","STUB1",4
"6735","STUM",3
"6736","STX11",3
"6737","STX16",2
"6738","STX19",8
"6739","STX1A",2
"6740","STX1B",2
"6741","STX2",1
"6742","STXBP1",1
"6743","STXBP2",5
"6744","STXBP5L",2
"6745","STYK1",8
"6746","SUCNR1",3
"6747","SUGCT",2
"6748","SULF1",4
"6749","SULT1A1",11
"6750","SULT1A2",9
"6751","SULT1A4",22
"6752","SULT1B1",3
"6753","SULT1C2",4
"6754","SULT1C4",1
"6755","SULT2B1",6
"6756","SULT4A1",1
"6757","SUMO3",1
"6758","SUMO4",3
"6759","SUN2",2
"6760","SUPT3H",1
"6761","SUPT4H1",24
"6762","SURF6",1
"6763","SUSD1",3
"6764","SUSD2",1
"6765","SUSD4",1
"6766","SUSD5",2
"6767","SUV39H2",1
"6768","SV2A",1
"6769","SVBP",2
"6770","SVEP1",3
"6771","SVIL",4
"6772","SWSAP1",1
"6773","SYCE1L",1
"6774","SYCE2",2
"6775","SYCP2L",10
"6776","SYDE1",4
"6777","SYDE2",1
"6778","SYK",2
"6779","SYN1",1
"6780","SYN2",4
"6781","SYNC",8
"6782","SYNDIG1",1
"6783","SYNE1",2
"6784","SYNE2",3
"6785","SYNE3",1
"6786","SYNE4",3
"6787","SYNGR1",3
"6788","SYNGR2",1
"6789","SYNGR3",1
"6790","SYNGR4",2
"6791","SYNM",4
"6792","SYNPO",1
"6793","SYNPO2",6
"6794","SYNPR",10
"6795","SYP",1
"6796","SYPL2",3
"6797","SYT1",5
"6798","SYT11",7
"6799","SYT12",2
"6800","SYT13",2
"6801","SYT14",1
"6802","SYT15",24
"6803","SYT2",14
"6804","SYT3",1
"6805","SYT4",2
"6806","SYT5",4
"6807","SYT7",3
"6808","SYT8",3
"6809","SYT9",1
"6810","SYTL1",1
"6811","SYTL2",2
"6812","SYTL4",3
"6813","SYTL5",1
"6814","TAC1",2
"6815","TAC3",4
"6816","TACC3",2
"6817","TACR1",4
"6818","TACR2",13
"6819","TACSTD2",2
"6820","TAF1C",1
"6821","TAF1D",11
"6822","TAF4B",1
"6823","TAF6L",2
"6824","TAF9B",2
"6825","TAFA1",1
"6826","TAFA2",3
"6827","TAFA5",4
"6828","TAGAP",2
"6829","TAGLN",4
"6830","TAGLN3",1
"6831","TAL1",4
"6832","TANGO6",1
"6833","TAP2",1
"6834","TAS1R3",3
"6835","TAS2R13",13
"6836","TAS2R20",3
"6837","TAS2R3",21
"6838","TAS2R30",21
"6839","TAS2R31",3
"6840","TAS2R38",2
"6841","TAX1BP3",24
"6842","TBC1D10A",5
"6843","TBC1D10C",2
"6844","TBC1D30",3
"6845","TBC1D31",1
"6846","TBC1D3L",23
"6847","TBC1D4",3
"6848","TBC1D5",1
"6849","TBC1D8",1
"6850","TBC1D9",2
"6851","TBCEL",1
"6852","TBKBP1",2
"6853","TBL1X",2
"6854","TBRG1",1
"6855","TBX1",2
"6856","TBX10",9
"6857","TBX15",2
"6858","TBX18",1
"6859","TBX19",1
"6860","TBX20",1
"6861","TBX3",5
"6862","TBX6",1
"6863","TBXA2R",1
"6864","TC2N",2
"6865","TCAF2",4
"6866","TCAP",1
"6867","TCEA2",2
"6868","TCEAL1",1
"6869","TCEAL2",3
"6870","TCEAL3",5
"6871","TCEAL4",3
"6872","TCEAL7",3
"6873","TCEAL9",2
"6874","TCEANC",1
"6875","TCF15",5
"6876","TCF20",3
"6877","TCF21",3
"6878","TCF23",1
"6879","TCF24",1
"6880","TCF4",3
"6881","TCF7",6
"6882","TCF7L1",3
"6883","TCHH",2
"6884","TCIM",7
"6885","TCIRG1",1
"6886","TCL1A",2
"6887","TCN1",3
"6888","TCN2",1
"6889","TCP11L1",7
"6890","TCTE1",1
"6891","TDGF1",15
"6892","TDO2",2
"6893","TDP2",1
"6894","TDRD1",1
"6895","TDRD10",9
"6896","TDRD6",4
"6897","TDRP",4
"6898","TEAD2",1
"6899","TEAD4",2
"6900","TECTA",8
"6901","TEDC1",2
"6902","TEDC2",3
"6903","TEF",1
"6904","TEK",2
"6905","TEKT2",3
"6906","TELO2",1
"6907","TEN1",24
"6908","TENM1",6
"6909","TENM2",3
"6910","TENM3",5
"6911","TENM4",3
"6912","TENT5B",5
"6913","TENT5C",3
"6914","TEPSIN",24
"6915","TERT",3
"6916","TES",3
"6917","TESC",2
"6918","TESK2",2
"6919","TESMIN",4
"6920","TESPA1",1
"6921","TET1",3
"6922","TET3",2
"6923","TEX11",3
"6924","TEX22",1
"6925","TEX29",1
"6926","TEX30",1
"6927","TEX45",5
"6928","TEX52",17
"6929","TF",24
"6930","TFAP2A",4
"6931","TFAP2C",3
"6932","TFAP2E",1
"6933","TFAP4",4
"6934","TFCP2L1",6
"6935","TFEC",1
"6936","TFF1",2
"6937","TFF2",3
"6938","TFF3",2
"6939","TFPI",3
"6940","TFPI2",2
"6941","TFPT",8
"6942","TFR2",5
"6943","TFRC",4
"6944","TG",10
"6945","TGFA",2
"6946","TGFB1",4
"6947","TGFB1I1",4
"6948","TGFB2",4
"6949","TGFB3",4
"6950","TGFBI",3
"6951","TGFBR2",1
"6952","TGFBR3",6
"6953","TGFBR3L",2
"6954","TGIF2",4
"6955","TGM1",1
"6956","TGM2",3
"6957","TH",7
"6958","THBD",2
"6959","THBS1",3
"6960","THBS2",2
"6961","THBS3",7
"6962","THBS4",6
"6963","THEM4",1
"6964","THEM5",20
"6965","THEMIS",1
"6966","THEMIS2",1
"6967","THNSL1",5
"6968","THNSL2",2
"6969","THOC1",1
"6970","THOC3",12
"6971","THRB",2
"6972","THSD1",4
"6973","THSD4",4
"6974","THSD7A",2
"6975","THTPA",10
"6976","THY1",2
"6977","TIA1",1
"6978","TIAF1",21
"6979","TIAM1",2
"6980","TIAM2",8
"6981","TICRR",6
"6982","TIE1",4
"6983","TIFAB",2
"6984","TIGD2",1
"6985","TIGD4",4
"6986","TIGD7",17
"6987","TIGIT",1
"6988","TIMD4",1
"6989","TIMELESS",2
"6990","TIMM23B",13
"6991","TIMP1",2
"6992","TIMP2",1
"6993","TIMP3",4
"6994","TIMP4",2
"6995","TINAG",6
"6996","TJAP1",1
"6997","TJP2",24
"6998","TJP3",4
"6999","TK1",2
"7000","TLCD1",3
"7001","TLCD3B",2
"7002","TLCD4",1
"7003","TLCD4-RWDD3",23
"7004","TLCD5",1
"7005","TLDC2",4
"7006","TLE2",2
"7007","TLL1",2
"7008","TLL2",4
"7009","TLR1",2
"7010","TLR10",3
"7011","TLR2",2
"7012","TLR3",3
"7013","TLR4",2
"7014","TLR5",2
"7015","TLR7",3
"7016","TLR8",3
"7017","TLR9",22
"7018","TLX1",13
"7019","TLX2",7
"7020","TM4SF18",1
"7021","TM4SF19",8
"7022","TM4SF20",6
"7023","TM4SF4",3
"7024","TM4SF5",5
"7025","TM6SF1",7
"7026","TM6SF2",3
"7027","TM9SF1",24
"7028","TMA7",24
"7029","TMBIM4",23
"7030","TMC2",2
"7031","TMC3",15
"7032","TMC4",3
"7033","TMC5",4
"7034","TMC7",4
"7035","TMCC1",1
"7036","TMCC2",4
"7037","TMED10",1
"7038","TMED6",9
"7039","TMED7",1
"7040","TMED7-TICAM2",22
"7041","TMEM100",3
"7042","TMEM108",4
"7043","TMEM109",1
"7044","TMEM119",3
"7045","TMEM121",3
"7046","TMEM123",1
"7047","TMEM125",4
"7048","TMEM130",1
"7049","TMEM131L",1
"7050","TMEM132B",1
"7051","TMEM132C",3
"7052","TMEM132E",1
"7053","TMEM139",6
"7054","TMEM140",1
"7055","TMEM141",6
"7056","TMEM144",1
"7057","TMEM145",1
"7058","TMEM150B",3
"7059","TMEM150C",1
"7060","TMEM151B",2
"7061","TMEM154",4
"7062","TMEM156",2
"7063","TMEM158",3
"7064","TMEM163",2
"7065","TMEM164",2
"7066","TMEM170B",2
"7067","TMEM171",8
"7068","TMEM175",2
"7069","TMEM176A",1
"7070","TMEM178A",3
"7071","TMEM178B",6
"7072","TMEM179",1
"7073","TMEM182",1
"7074","TMEM184A",6
"7075","TMEM186",1
"7076","TMEM191B",11
"7077","TMEM191C",2
"7078","TMEM199",1
"7079","TMEM200B",4
"7080","TMEM200C",1
"7081","TMEM204",3
"7082","TMEM205",4
"7083","TMEM208",1
"7084","TMEM209",1
"7085","TMEM211",10
"7086","TMEM217",1
"7087","TMEM220",2
"7088","TMEM221",1
"7089","TMEM225B",2
"7090","TMEM229B",1
"7091","TMEM234",3
"7092","TMEM236",7
"7093","TMEM238",2
"7094","TMEM238L",18
"7095","TMEM240",3
"7096","TMEM25",3
"7097","TMEM251",7
"7098","TMEM252",14
"7099","TMEM253",16
"7100","TMEM255A",1
"7101","TMEM256",11
"7102","TMEM259",1
"7103","TMEM26",2
"7104","TMEM266",5
"7105","TMEM267",2
"7106","TMEM272",2
"7107","TMEM273",2
"7108","TMEM30B",3
"7109","TMEM33",3
"7110","TMEM35A",5
"7111","TMEM37",2
"7112","TMEM45A",3
"7113","TMEM45B",6
"7114","TMEM47",6
"7115","TMEM52",4
"7116","TMEM52B",2
"7117","TMEM53",1
"7118","TMEM54",2
"7119","TMEM59L",3
"7120","TMEM61",10
